"t","icu","deaths","cases_imported","cases_community","cases_dorms","logcases_imported","logcases_community","logcases_dorms","infns_dorms","cumcases_imported","cumcases_community","cumcases_dorms","logcumcases_imported","logcumcases_community","logcumcases_dorms","cuminfns_dorms","logcuminfns_dorms"
151,5.90254937818135,0.110750733349335,0.0224618675045554,8.5232046671973,565.061517919552,3215.80255834475,579.5,2933,29705,2.76305198540543,3.46731082610072,4.47282950134229,199164.316146542,5.29921152942465,-0.301029995663981,0.698970004336019,-0.301029995663981
152,4.61977941911997,0.108658974623395,0.00845786220710089,8.25628593634008,565.588933893629,3082.82861210822,579.5,2945.5,30268,2.76305198540543,3.46915872047165,4.48098371012618,202305.761370518,5.30600825101497,-0.301029995663981,1.1901056208558,-0.301029995663981
153,3.32097011539054,0.104184206115426,0,8.22616251897031,566.055219087955,2950.98853095478,580,2961,30813,2.76342541153521,3.47143830832034,4.48873385220172,205338.344273301,5.31247005580689,-0.301029995663981,0.954242509439325,-0.301029995663981
154,2.10908631192022,0.0974942539698389,0,8.39239781773024,566.324049235293,2820.84241291888,581.5,2966,31369,2.76454827416098,3.47217112200856,4.49650061772284,208056.132418359,5.31818052107203,-0.301029995663981,0.602059991327962,-0.301029995663981
155,1.07432040348829,0.0891445853714071,0,8.69255280345071,566.333161976089,2692.88460964996,581.5,2967,31933,2.76454827416098,3.47231744764816,4.50423970374106,210640.579951457,5.32354204183183,-0.301029995663981,0.301029995663981,-0.301029995663981
156,0.280236357608126,0.0799275308774514,0,9.05917776164118,566.096618408421,2567.54451336879,582,2972,32498.5,2.76492234357467,3.47304858383031,4.51186331363697,213102.062884593,5.32858765382053,-0.301029995663981,0.778151250383644,-0.301029995663981
157,0,0.0706911872922886,0,9.43351054749362,565.687168865443,2445.18843109435,582.5,2981.5,33056,2.76529576970445,3.4744348075748,4.51925029010197,215443.868229499,5.33333413809954,-0.301029995663981,0.954242509439325,-0.301029995663981
158,0,0.0621692219723083,0,9.77301356798091,565.208170744055,2326.12234410391,582.5,2999.5,33631.5,2.76529576970445,3.4770485706132,4.52674621234406,217669.535426191,5.3377976503451,-0.301029995663981,1.27875360095283,-0.301029995663981
159,0,0.054857033485253,0.0118019813054409,10.0520599629233,564.766209986211,2210.59535546203,583,3012,34184.5,2.76566791588114,3.47885487178623,4.53382920749416,219782.80310477,5.34199370806525,-0.301029995663981,1.11394335230684,-0.301029995663981
160,0,0.0489561247271031,0.0285243405875427,10.2571949100464,564.453232421643,2098.80364004056,583.5,3021,34754,2.76603942536603,3.48015072527328,4.54100478797163,221787.560124572,5.34593718328851,-0.301029995663981,0.977121254719662,-0.301029995663981
161,0,0.0443908383092903,0.0379578973568576,10.3798622810578,564.341613448911,1990.89472792588,583.5,3040.5,35307.5,2.76603942536603,3.48294486094247,4.54786695206508,223687.801081514,5.34964230029045,-0.301029995663981,1.20411998265592,-0.301029995663981
162,0,0.0408843172452106,0.0369937401922275,10.4099332642121,564.489176412871,1886.97197175586,584,3046,35847,2.7664122104206,3.48372968836177,4.55445280216085,225522.762021749,5.35319037893642,-0.301029995663981,0.539590623023812,-0.301029995663981
