"duration","const","risk11","risk12","risk13","risk21","risk22","risk23","LL"
26,0.663365385055598,0.924022257797893,0.516727693685696,0.00669959947466963,0.00531367979276165,0.00885548089882664,0,-519.234721685768
25,0.501938216996499,0.872775169331885,0.607455143186399,0.00669959947466963,0.00531367979276165,0.00885548089882664,0,-515.832724547896
26,0.940862187792338,0.844379069450602,0.602514869589557,0.00451981410309626,0.00531367979276165,0.00885548089882664,0,-515.557750221792
25,1.42758266314022,0.874398114926099,0.587918934682721,0.00447076758617752,0.00531367979276165,0.000274751868189467,0,-513.938749039283
27,1.8759779691386,0.901839137674045,0.628783386724587,0.00447076758617752,0.00531367979276165,0.000274751868189467,0,-514.347780324842
26,2.02088297519482,0.896002157411069,0.550772207270948,0.0053630116081817,0.00531367979276165,0.000274751868189467,0,-513.291919069098
24,1.49881761510204,0.809768075642102,0.578172834001692,0.008488057241665,0.00531367979276165,0.000274751868189467,0,-514.078842421387
24,2.09596478730017,0.822064131703282,0.53534063198409,0.00794334572541476,0.00531367979276165,0.000274751868189467,0,-513.798571401127
25,2.01776705962521,0.907264080010046,0.537518946975065,0.00505226687502347,0.00873302430702794,0.000274751868189467,0,-513.850025398065
24,1.99664084063363,0.896282549734101,0.485126452488381,0.00482369903215208,0.00873302430702794,0.000274751868189467,0,-514.074511430365
23,2.50531623714986,0.872870409176043,0.469727595514571,0.0076741191653479,0.00873302430702794,0.000274751868189467,0,-514.631599911608
23,3.07164198699707,0.84615809034288,0.448392909859581,0.0076741191653479,0.00471524990129295,0.000274751868189467,0,-514.467684060932
23,3.10046023987609,0.876974078651805,0.443480678775451,0.00645529213626847,0.00471524990129295,0.000274751868189467,0,-513.694870295944
24,2.86200216414103,0.839870014296881,0.510033754770126,0.00803429627859162,0.00471524990129295,0.000274751868189467,0,-513.900954476256
23,2.49360969692399,0.804742527420408,0.581167792706501,0.00886388053339921,0.0152794758992392,0.000274751868189467,0,-517.630951965041
22,2.13534536671918,0.775499591113382,0.580631792474375,0.00886388053339921,0.0152794758992392,0.000274751868189467,0,-518.510019190622
21,1.90059229040031,0.884867856154692,0.326357117933172,0.00768329453178363,0.0178912836151645,0.000274751868189467,0,-519.988698934405
23,1.84234803386625,0.833730162238251,0.542855568626937,0.00768329453178363,0.0189489590040599,0.000274751868189467,0,-516.599334482247
24,1.63253479906607,0.785629619736242,0.501109227071045,0.00809975448228433,0.0189489590040599,0.000274751868189467,0,-519.778610442544
22,1.71313723721627,0.819560493374438,0.547378863090196,0.00979557290176828,0.0189489590040599,0.000274751868189467,0,-519.001050128524
24,1.64535537093322,0.835816648041702,0.570356088375268,0.00707995089151916,0.00604430661170752,0.000274751868189467,0,-513.37175595157
23,1.92296554569372,0.792690738247435,0.579605665093438,0.00907093089892075,0.00604430661170752,0.000274751868189467,0,-515.22060735635
25,1.80412962266142,0.793275126262081,0.671777814199917,0.00923838222094389,0.00604430661170752,0.000274751868189467,0,-515.921360718045
25,2.30960669096641,0.881815843776277,0.630713924631752,0.00494978844944404,0.00604430661170752,0.00242700855716643,0,-516.29682556864
27,2.79754767848606,0.782307866100142,0.721914242374447,0.00669251851918388,0.00604430661170752,0.00242700855716643,0,-517.047295161134
26,2.98410026844971,0.804972327875121,0.683148260317527,0.00644767750343905,0.00604430661170752,0.00242700855716643,0,-515.850024871583
25,2.34661506704321,0.804448325591916,0.625402050119107,0.00644767750343905,0.00247272695256613,0.00134747532446808,0,-514.617977083566
24,2.30435334708969,0.831907887682251,0.558456837717236,0.00644767750343905,0.00247272695256613,0.00134747532446808,0,-514.115478978593
28,1.81676779269487,0.808011219963968,0.67660968663482,0.00626124860419752,0.00247272695256613,0.00134747532446808,0,-514.815759913472
26,2.16697820698898,0.843185129574494,0.621356436146182,0.00584805796913907,0.00247272695256613,0.00269164784960079,0,-513.087880614463
25,2.07683133536984,0.827840098157798,0.583882027813994,0.00607017793873046,0.00247272695256613,0.00269164784960079,0,-513.471543776064
25,2.38516853006959,0.907717736305794,0.507760604790356,0.00409936647159147,0.00247272695256613,0.00269164784960079,0,-513.718025820496
25,2.93095278482403,0.9014699711532,0.553319036098895,0.00409936647159147,0.00247272695256613,0.00813665022415329,0,-515.208363880836
23,2.78706944682513,0.928507881570551,0.466036765221252,0.00384610244799565,0.00247272695256613,0.00813665022415329,0,-517.53299583252
27,2.23884579726637,0.927888864486495,0.539674785967105,0.00222714491274822,0.00247272695256613,0.00283477312353584,0,-515.722819102026
25,2.87490707628172,0.836363954149323,0.544267262754885,0.00568765302555198,0.00247272695256613,0.00283477312353584,0,-514.902308935143
25,2.79876366227375,0.908468460668518,0.494259966062491,0.00568765302555198,0.00247272695256613,0.00283477312353584,0,-513.805254568914
23,2.46862204881719,0.945613935641269,0.37531271095393,0.00583723934520121,0.00247272695256613,0.00592830526722282,0,-516.495979918522
23,2.44965296553004,0.946449728174547,0.355092057748514,0.00473293893275655,0.00466657515760614,0.00312035393596287,0,-516.666234504685
26,2.20644578138795,0.926003117959854,0.574507515339352,0.00473293893275655,0.00466657515760614,0.00312035393596287,0,-515.583529941987
23,2.13095143614336,0.929155681282929,0.407837728634052,0.00649335820527391,0.00466657515760614,0.00312035393596287,0,-515.786139684137
21,1.5273950482521,0.924401997052425,0.386068057266746,0.0057206411267928,0.0017560022977366,0.00312035393596287,0,-516.855248651541
22,1.16572680031671,0.827959615383706,0.45892419255887,0.00916070186618787,0.0017560022977366,0.00299516128082355,0,-515.851049382557
21,1.2505875914416,0.809387927608633,0.557115447226369,0.00893900466874724,0.0017560022977366,0.00299516128082355,0,-517.331014048815
23,1.6189505747281,0.864629291539158,0.5332789700776,0.00756448157417336,0.00411322060362446,0.00299516128082355,0,-514.458256052286
24,1.8407419518316,0.817701908035065,0.584984718259017,0.00634436150895912,0.00411322060362446,0.00299516128082355,0,-514.244696710003
26,2.63075218162029,0.835138954191634,0.518779705996638,0.00634436150895912,0.00539640719137857,0.00299516128082355,0,-515.622567301555
25,2.84234842882355,0.892051232737127,0.498059421603326,0.00634436150895912,0.000374085782121557,0.00299516128082355,0,-513.424932063898
28,2.52114018834657,0.903126770841631,0.642072428414362,0.00507449855521873,0.000374085782121557,0.00414938344280439,0,-515.824185919436
24,2.57760657482053,0.894744638053497,0.485695463517414,0.0051694151189394,0.000374085782121557,0.00414938344280439,0,-513.525823197192
26,2.66373127005142,0.832870389092708,0.641489082236356,0.0051694151189394,0.00181760412648086,0.00242450676994927,0,-513.349580878468
24,2.72852087966812,0.955309804712587,0.444057462503026,0.0051694151189394,0.0124209771176103,0.00242450676994927,0,-517.143657055171
26,3.03935326768142,0.852430430987204,0.631714403468881,0.00637305611491673,0.00282857027057299,0.00616247799818368,0,-514.715877394464
26,3.18172816349557,0.847954650494876,0.552869626855115,0.00637305611491673,0.00282857027057299,0.00616247799818368,0,-514.688981943961
25,3.19392042188436,0.905968226440868,0.483879565596878,0.00295938043565447,0.00282857027057299,0.00289227387213685,0,-515.130249717511
27,3.52320509190773,0.955798161524766,0.479688554318699,0.00243184806893515,0.00282857027057299,0.00289227387213685,0,-515.065443751533
27,3.88140265386092,0.947618380322523,0.543510460575504,0.00213842844237386,0.00282857027057299,0.00342265308568518,0,-515.452859637784
28,3.93893977814188,0.905556565249425,0.661340285130681,0.00212907401538766,0.00282857027057299,0.00342265308568518,0,-515.982401982092
27,3.64426549718306,0.872793678938993,0.597717821629839,0.00212907401538766,0.00282857027057299,0.000405331005993745,0,-515.918601316026
27,4.12781637174956,0.940498838595695,0.547232464595815,0.00115095073854966,0.00282857027057299,0.0153605544936766,0,-519.293466668783
30,4.23662024694594,0.931803778850118,0.600360886900727,0.00262136151314188,0.00537736602115196,0.0153605544936766,0,-520.878407525619
27,3.99612278147649,0.812783399500324,0.634263840323351,0.00637284884536215,0.00537736602115196,0.00440414332707348,0,-515.96754108208
27,3.92771215942822,0.779739946808249,0.706909304222623,0.00766757900672183,0.00537736602115196,0.00669261372592205,0,-516.732521535904
25,3.65511980753934,0.8641394993585,0.603849766362374,0.00507289099759062,0.00803815386159755,0.00669261372592205,0,-515.23170130613
23,3.899822246115,0.854946126239389,0.494039279148227,0.00564276128017197,0.00803815386159755,0.00206029694553169,0,-515.291562794705
26,3.63697999678442,0.937258298179025,0.520973622133238,0.00275210931136875,0.00803815386159755,0.00206029694553169,0,-515.212964282131
28,3.85238278906224,0.954833605842676,0.55068818007987,0.00214356534067592,0.000647982628194854,0.00206029694553169,0,-514.583394342756
24,3.91153793638819,0.885477984033401,0.488335963188238,0.00650029367306597,0.000647982628194854,0.00206029694553169,0,-512.815825795029
25,3.84105759663824,0.994277226184125,0.338730315403613,0.00380926809128252,0.000647982628194854,0.00206029694553169,0,-517.28086292779
24,3.6159434066542,0.928213286395447,0.403507030758787,0.00464449690772853,0.000647982628194854,0.00206029694553169,0,-514.064052967469
26,3.75819643456022,0.894722333634241,0.522961958459601,0.00538712762164576,0.000647982628194854,0.00206029694553169,0,-512.969188335772
25,3.65551138037385,0.949471259175732,0.392235574921735,0.00528450180980236,0.000647982628194854,0.00206029694553169,0,-515.49920473036
24,3.35941017773766,0.909113306725861,0.502634986561651,0.00702832472082686,0.000238079582915259,0.00206029694553169,0,-514.140774924584
26,3.16441676424027,0.858220251320897,0.658564648842595,0.00531505060069047,0.000238079582915259,0.00812718740130738,0,-514.461289321679
25,2.81144402502848,0.811488860742775,0.558152360492097,0.0062922019099549,0.000238079582915259,0.00812718740130738,0,-514.782179293169
26,3.24643924203768,0.829633480030595,0.56760320888563,0.0062922019099549,0.000238079582915259,0.00337330253654506,0,-513.365719508951
25,3.18898644613165,0.786012617309407,0.627175764670729,0.00842282255495762,0.000238079582915259,0.00337330253654506,0,-514.186264624888
24,3.30245984842262,0.792021705557393,0.662039455526451,0.00842282255495762,0.000238079582915259,0.00337330253654506,0,-515.039094329312
25,3.44726113538916,0.788366144822605,0.682689367636141,0.00842282255495762,0.000238079582915259,0.00409081464574224,0,-514.658580643947
23,3.08187337378288,0.814483210411492,0.556290407101565,0.00901495239696025,0.000238079582915259,0.00409081464574224,0,-514.689661646291
22,3.02627056398983,0.842004893695622,0.526429326401152,0.00901495239696025,0.000238079582915259,0.00409081464574224,0,-515.580493109838
21,3.43663504824781,0.859870423350544,0.445693803017893,0.00901495239696025,0.00169852849557041,0.00181459465092678,0,-515.925594629541
23,3.33025898140772,0.868223735230781,0.402317726339226,0.0063478896208631,0.00169852849557041,0.00181459465092678,0,-515.039124978729
25,3.253476549627,0.845866922945915,0.521290835249087,0.00610706416622662,0.00169852849557041,0.0100375768305487,0,-514.732460378998
26,3.49042901735581,0.880309537285292,0.517591598743077,0.00610706416622662,0.00140345001198602,0.0100375768305487,0,-515.28942511118
27,3.00803326807864,0.891195317461208,0.569171704956465,0.00363503437089597,0.00136709113603869,0.0100375768305487,0,-514.844528247162
28,3.04033484934191,0.813149146091976,0.733784824884673,0.00363503437089597,0.00136709113603869,0.00328453628629737,0,-515.73709226334
28,3.49691310079544,0.836660540152677,0.649118615502928,0.00338053505536546,0.00136709113603869,0.00328453628629737,0,-514.82126376478
26,3.14567378993256,0.884922243521181,0.567090278035736,0.00338053505536546,0.00136709113603869,0.00113117583417104,0,-513.246325483072
26,3.14938676024485,0.927857684716059,0.578476161913087,0.00338053505536546,0.00136709113603869,0.00113117583417104,0,-513.875073034286
28,3.18252690282721,0.948093856006921,0.647970427211025,0.00359757316012863,0.00136709113603869,0.00113117583417104,0,-517.020002478508
25,3.58350405135911,0.89297199078386,0.528801230837929,0.00359757316012863,0.00396872632908133,0.000236353559052303,0,-513.714620651935
26,3.38934643052517,0.915046504901953,0.656700717366635,0.00359757316012863,0.00396872632908133,0.000236353559052303,0,-516.115343252652
28,2.92301033834746,0.853247528733702,0.597220814316689,0.00257211421359836,0.00396872632908133,0.000236353559052303,0,-516.654912393365
29,2.58778225855998,0.954441768936234,0.548682648621007,3.10173219704316e-05,0.00396872632908133,0.000236353559052303,0,-517.647097170518
27,2.43034889767545,0.902228694346462,0.500542109025141,0.00505596832061659,0.00396872632908133,0.000236353559052303,0,-515.604955965296
25,2.68590632768458,0.886001061080369,0.478672497251846,0.00486054172923219,0.00286701453765965,0.000236353559052303,0,-515.762415573454
25,2.440068957327,0.944794104295096,0.521515739485928,0.00383465835322675,0.00286701453765965,0.000236353559052303,0,-514.33064615193
26,2.39627060374189,0.933926734864956,0.454990218206325,0.00386530645356779,0.00286276544657561,0.000236353559052303,0,-514.026348937592
28,2.63387698171491,0.933926734864956,0.565265997200476,0.00386530645356779,0.00286276544657561,0.000236353559052303,0,-514.906961143976
26,2.53417544285032,0.822978258386694,0.636350139038313,0.0053095264646115,0.00286276544657561,0.000236353559052303,0,-514.509757678058
25,1.98803204389975,0.904579594607243,0.496321455412187,0.00575197535015594,0.00606523681963502,0.000236353559052303,0,-513.720101031603
25,1.96194668655953,0.886762705610562,0.540625585561441,0.00575197535015594,0.00606523681963502,0.000236353559052303,0,-513.251493541193
24,2.19477485761392,0.846434850443863,0.539872517895104,0.00710252899162651,0.00606523681963502,0.000236353559052303,0,-514.157364480063
22,2.2704043720214,0.819161901095181,0.479429283094112,0.00715092477482804,0.00606523681963502,0.000236353559052303,0,-517.028124923208
26,2.26379815993984,0.85003962006101,0.511120605585895,0.00725565245653298,0.00606523681963502,0.000236353559052303,0,-518.018275782202
26,2.25802988779209,0.831478917914784,0.646329546847074,0.00424259899507702,0.00606523681963502,0.000236353559052303,0,-515.061211714173
27,2.51823417684299,0.976987920235152,0.52693059746588,0.00180316490206669,0.00606523681963502,0.000236353559052303,0,-517.201260461811
30,2.79716807597342,0.876147842524231,0.535527389173133,0.00163305193329134,0.00606523681963502,0.000236353559052303,0,-519.999315139859
26,2.90542914645615,0.901602499489406,0.54510036191235,0.00426932304518263,0.00606523681963502,0.000236353559052303,0,-513.274359634355
25,2.40499792798118,0.900906893602344,0.49256280394249,0.00426932304518263,0.00606523681963502,0.000236353559052303,0,-513.421996344078
27,1.78882590885952,0.840204635684718,0.736951481913803,0.00426932304518263,0.00606523681963502,0.000236353559052303,0,-515.731293565657
26,1.45057743828769,0.871092596396779,0.602501189187372,0.00426932304518263,0.00531713953560737,0.000236353559052303,0,-513.261072099913
26,1.46185831370952,0.798209897321399,0.656343871690427,0.00546148158846876,0.00531713953560737,0.000236353559052303,0,-514.492059758162
26,1.5204285131923,0.883820040963958,0.668059991715636,0.00546148158846876,0.00531713953560737,0.000236353559052303,0,-515.148096378202
28,1.55396387997783,0.864718176663508,0.652121682914878,0.00481470164731786,0.00531713953560737,0.000236353559052303,0,-514.422408847355
26,1.22635841509324,0.915563515209266,0.502924857904859,0.00378988240953245,0.00531713953560737,0.000236353559052303,0,-513.996900922398
25,1.49575034322545,0.922029584692038,0.448362280559255,0.00668710670121878,0.00531713953560737,0.00504282201519015,0,-517.330481225371
27,1.31644569927028,0.799154162401316,0.670957810142661,0.00668710670121878,0.00947064769275645,0.00504282201519015,0,-516.509848909203
26,1.11415807244774,0.820977922790496,0.60824878073396,0.00623671789486765,0.00947064769275645,0.00504282201519015,0,-516.418464966911
26,1.16845919355133,0.820977922790496,0.572191401622261,0.00584950671670871,0.00381450452410149,0.00504282201519015,0,-516.334522481822
26,1.49615188356782,0.856780727264829,0.627638755559,0.00584950671670871,0.00381450452410149,0.00504282201519015,0,-515.570698860107
27,1.79295197695936,0.824555299290897,0.673453492641854,0.00584950671670871,0.00381450452410149,0.00504282201519015,0,-515.965726753074
27,1.29097988472646,0.815629787523802,0.639262002206232,0.00576649547939075,0.00224458804198126,0.0036337202779248,0,-515.843764312349
26,1.26558410622622,0.812788177280769,0.621885623439555,0.00577341064895553,0.0164622389307469,0.0036337202779248,0,-517.503026966042
29,1.61475466843801,0.871609737421161,0.635095373553704,0.00321508119544202,0.0164622389307469,0.0036337202779248,0,-518.338328319447
27,1.52694318304924,0.917160284488798,0.485891308547283,0.0016728935704825,0.0164622389307469,0.00240826172152841,0,-519.350449730486
28,1.40846699211197,0.832750588753888,0.610387389023907,0.00415253182570665,0.00936877404366175,0.00240826172152841,0,-516.55217165035
27,1.09096813091,0.864895456834535,0.539896193092946,0.00805296795746042,5.54188159407366e-05,0.00240753997259719,0,-518.10976949154
28,0.900894356792355,0.872171844113564,0.661309108921815,0.00201176850333197,5.54188159407366e-05,0.00240753997259719,0,-515.094385022287
32,1.39852889657469,0.828614039724752,0.68728815846962,0.00319541864704092,5.54188159407366e-05,0.00240753997259719,0,-518.602509828451
28,1.05045124382642,0.867637095310386,0.742483317950374,0.00251649236737428,5.54188159407366e-05,0.00240753997259719,0,-516.584832352071
31,1.00129751533299,0.941382891775645,0.729416857335986,0.00319169958531936,5.54188159407366e-05,0.00240753997259719,0,-520.681970493807
28,1.28318992822278,0.955826698814037,0.484354661666573,0.00255731074819982,5.54188159407366e-05,0.000916324887286098,0,-514.931308550652
28,0.877733305140657,0.892072962577183,0.599217561662439,0.00255731074819982,5.54188159407366e-05,0.000835717273674148,0,-513.437716502504
25,0.659130211518347,0.987886827562747,0.527182800100964,0.00255731074819982,5.54188159407366e-05,0.000835717273674148,0,-517.3446843737
27,1.27572530572616,0.903159772082592,0.576458497585063,0.00446155042123973,5.54188159407366e-05,0.000835717273674148,0,-512.907624055351
27,1.44998983040394,0.863211657780692,0.527187173628535,0.00514937605021422,5.54188159407366e-05,0.000835717273674148,0,-513.879397413483
24,1.07232788182002,0.867275184135778,0.637507337765505,0.00514937605021422,5.54188159407366e-05,0.000835717273674148,0,-515.048706995951
24,1.52444101971895,0.869735917821734,0.581969528181208,0.00670701220871047,5.54188159407366e-05,0.000835717273674148,0,-512.93622025706
24,1.51885291954652,0.886311354151182,0.469744374397724,0.00673873134572708,5.54188159407366e-05,0.000835717273674148,0,-512.758728450036
25,1.40730652004547,0.94064874725946,0.4238767411658,0.00507658548844443,5.54188159407366e-05,0.000835717273674148,0,-513.912544177697
26,1.12241769597992,0.893417193004833,0.587695243786509,0.00520083140238996,5.54188159407366e-05,0.000835717273674148,0,-512.617936522207
23,0.867354570673197,0.893417193004833,0.435492945519056,0.00707293551364701,5.54188159407366e-05,0.000835717273674148,0,-513.331116554193
23,0.513335899799818,0.869048981450986,0.461668113650704,0.00584102938880097,5.54188159407366e-05,0.000835717273674148,0,-513.30474283988
23,0.679174720619109,0.88866413862859,0.495240150636835,0.00645893678188491,0.000877762205454925,0.00141834494593974,0,-513.267163016541
27,0.473673373691587,0.927685619892397,0.497725335551739,0.00235560719557153,0.000877762205454925,0.00141834494593974,0,-514.586252445411
30,0.373051391133556,0.899257467533956,0.75405288327446,0.00235560719557153,0.000877762205454925,0.0121069688737296,0,-519.323093705901
28,0.512987225067608,0.850882636262868,0.598833666887602,0.00400920384763371,0.000877762205454925,0.00474498225480217,0,-515.138778555759
25,0.335249091734919,0.889520832650117,0.593508713230929,0.00531193671264053,0.000859924022887292,0.00474498225480217,0,-513.994375878177
24,0.0766564271794585,0.810965092882616,0.638148971904061,0.00631813983115381,0.000859924022887292,0.0214417657207228,0,-518.879932809102
27,0.137235882911557,0.82027280828087,0.653050235999078,0.00827708661430695,0.000859924022887292,0.00934382806473622,0,-518.490822695975
26,0.0155984860358919,0.850013375059701,0.650194568520122,0.00555376454826029,0.00675623433234726,0.00131473238127109,0,-514.058736712516
24,-0.0816788115084871,0.880568111212548,0.506305850107365,0.00565639451290944,0.00675623433234726,0.00131473238127109,0,-513.854143528712
27,0.251879716967698,0.809983408539584,0.658057629427615,0.00455746573932556,0.00675623433234726,0.00131473238127109,0,-515.459177645845
25,0.340215935517161,0.855103045547867,0.692153502901759,0.00577791234994053,0.00675623433234726,0.00131473238127109,0,-516.855554019832
26,0.902895426882114,0.833518829964977,0.633135194648388,0.00631155320457169,0.00675623433234726,0.00131473238127109,0,-514.260653580039
27,1.06102688079819,0.875195014380476,0.587317486183041,0.00633441852310237,0.000245219354265411,0.00574585733663721,0,-515.81356606152
23,0.867357184382241,0.874802327526522,0.556759573337368,0.00633441852310237,0.000245219354265411,0.00574585733663721,0,-516.427707311031
24,1.06111067316842,0.912725284476449,0.450064686690024,0.00610455658837408,0.000245219354265411,0.00195912220226506,0,-513.575231433153
23,1.29768196352008,0.939306048457875,0.473714123450018,0.00610455658837408,0.000245219354265411,0.00195912220226506,0,-515.308436010683
