"a00","a0","a1","a2","a3","a4","a5","a6","cbe","duration2","LL"
1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,1,2,-777.722860596451
1.16996235472008,0.0782921371204656,0.225863180995155,0.29181839925537,-0.0318715834451483,0.0682078416631903,0.0727481713205707,0.205652937863541,1.08326879022716,2,-760.09244563789
1.07183330789045,0.00903286731816368,0.506518875869624,0.473469142687979,-0.105898362743194,0.0849351488739759,0.400366825495551,-0.119247111488771,1.15044748647706,2,-761.59332550508
1.07183330789045,0.00903286731816368,0.506518875869624,0.473469142687979,-0.105898362743194,0.0849351488739759,0.400366825495551,-0.119247111488771,1.15044748647706,2,-761.59332550508
1.19530333531634,-0.0385655453242351,0.700000167393389,0.520309710733721,0.0277596461994068,0.184213695843238,0.6363530665565,-0.641337531378358,1.09252444478078,2,-760.904894523261
1.19530333531634,-0.0385655453242351,0.700000167393389,0.520309710733721,0.0277596461994068,0.184213695843238,0.6363530665565,-0.641337531378358,1.09252444478078,2,-760.904894523261
1.19530333531634,-0.0385655453242351,0.700000167393389,0.520309710733721,0.0277596461994068,0.184213695843238,0.6363530665565,-0.641337531378358,1.09252444478078,2,-760.904894523261
1.19530333531634,-0.0385655453242351,0.700000167393389,0.520309710733721,0.0277596461994068,0.184213695843238,0.6363530665565,-0.641337531378358,1.09252444478078,2,-760.904894523261
1.19530333531634,-0.0385655453242351,0.700000167393389,0.520309710733721,0.0277596461994068,0.184213695843238,0.6363530665565,-0.641337531378358,1.09252444478078,2,-760.904894523261
1.19530333531634,-0.0385655453242351,0.700000167393389,0.520309710733721,0.0277596461994068,0.184213695843238,0.6363530665565,-0.641337531378358,1.09252444478078,2,-760.904894523261
1.47177464964384,-0.0829339874552421,0.836723990319231,0.372418105591044,0.245106790447295,0.368841205670274,0.646703869624834,-0.674530674527828,1.00632282204529,2,-754.125645639062
1.47177464964384,-0.0829339874552421,0.836723990319231,0.372418105591044,0.245106790447295,0.368841205670274,0.646703869624834,-0.674530674527828,1.00632282204529,2,-754.125645639062
1.47177464964384,-0.0829339874552421,0.836723990319231,0.372418105591044,0.245106790447295,0.368841205670274,0.646703869624834,-0.674530674527828,1.00632282204529,2,-754.125645639062
1.47177464964384,-0.0829339874552421,0.836723990319231,0.372418105591044,0.245106790447295,0.368841205670274,0.646703869624834,-0.674530674527828,1.00632282204529,2,-754.125645639062
1.49134715205501,-0.191922659484696,0.710912910051921,0.338781166018315,0.412358118027418,0.16953783233277,0.318279322969114,-0.360189635684407,1.00114383684105,2,-754.004290576585
1.60463991582975,-0.196930740157982,0.464780151327732,-0.0332745257930776,0.599920996657339,0.585880103499275,-0.102755000248277,-0.165690017432043,1.05778497789527,2,-742.171907475052
1.60463991582975,-0.196930740157982,0.464780151327732,-0.0332745257930776,0.599920996657339,0.585880103499275,-0.102755000248277,-0.165690017432043,1.05778497789527,2,-742.171907475052
