"duration","risk","LL"
1,0.018,-68.9082919702861
1,0.018,-68.9082919702861
1,0.018,-68.9082919702861
1,0.016897270405863,-68.5487076242388
1,0.016897270405863,-68.5487076242388
1,0.0111233773762179,-69.0172166195447
1,0.0111233773762179,-69.0172166195447
1,0.015767151402623,-68.2998948928392
1,0.015767151402623,-68.2998948928392
1,0.0127854530615076,-68.3719512537703
1,0.0127854530615076,-68.3719512537703
1,0.0127854530615076,-68.3719512537703
1,0.0103161745726014,-69.5385893021487
1,0.0219017341725664,-70.9229021423396
1,0.0219017341725664,-70.9229021423396
1,0.015167799957207,-68.2230681156272
1,0.015167799957207,-68.2230681156272
1,0.015167799957207,-68.2230681156272
1,0.0111353819409528,-69.0105899622135
1,0.0111353819409528,-69.0105899622135
1,0.0111353819409528,-69.0105899622135
1,0.0111353819409528,-69.0105899622135
1,0.0139243215664105,-68.2023073187371
1,0.02075176901568,-70.2240941549828
1,0.0109983215876541,-69.0881317769178
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0136259861000939,-68.2280021543293
1,0.0142528526850258,-68.1883343374536
1,0.0142528526850258,-68.1883343374536
1,0.0142528526850258,-68.1883343374536
1,0.0142528526850258,-68.1883343374536
1,0.0142528526850258,-68.1883343374536
1,0.0167946012157052,-68.5208601907233
1,0.0167946012157052,-68.5208601907233
1,0.0167946012157052,-68.5208601907233
1,0.0132342949655893,-68.2814859761332
1,0.0137003732518299,-68.220405825116
1,0.0137003732518299,-68.220405825116
1,0.0120076985442156,-68.6089607905422
1,0.0176984747121039,-68.7993525859184
1,0.0176984747121039,-68.7993525859184
1,0.0176984747121039,-68.7993525859184
1,0.0176984747121039,-68.7993525859184
1,0.00998731253174964,-69.7970335210164
1,0.00998731253174964,-69.7970335210164
1,0.0128966350482518,-68.3465299479735
1,0.0128966350482518,-68.3465299479735
1,0.0128966350482518,-68.3465299479735
1,0.0128966350482518,-68.3465299479735
1,0.0128966350482518,-68.3465299479735
1,0.0177732179043557,-68.8256365590675
1,0.0138530051059117,-68.2073020271106
1,0.0138530051059117,-68.2073020271106
1,0.015564775454362,-68.2694384432233
1,0.015564775454362,-68.2694384432233
1,0.015564775454362,-68.2694384432233
1,0.0186244130421247,-69.1577017446139
1,0.0186244130421247,-69.1577017446139
1,0.0186244130421247,-69.1577017446139
1,0.0186244130421247,-69.1577017446139
1,0.0114765809901225,-68.8351120778948
1,0.00866083075490234,-71.1588387694525
1,0.00920539709619836,-70.5329148623886
1,0.017492011649003,-68.7292631768846
1,0.017492011649003,-68.7292631768846
1,0.00878630418779871,-71.005620977012
1,0.0143229322228824,-68.1872329912127
1,0.0143229322228824,-68.1872329912127
1,0.0143229322228824,-68.1872329912127
1,0.0129026827322508,-68.3452050295841
1,0.0129026827322508,-68.3452050295841
1,0.0129026827322508,-68.3452050295841
1,0.0129026827322508,-68.3452050295841
1,0.0129026827322508,-68.3452050295841
1,0.0116094443584136,-68.7733168976433
1,0.0116094443584136,-68.7733168976433
1,0.00942062734431428,-70.3122396240703
1,0.0143849238724263,-68.1867977397352
1,0.0143849238724263,-68.1867977397352
1,0.0143849238724263,-68.1867977397352
1,0.0143849238724263,-68.1867977397352
1,0.0130068221037827,-68.3233161362105
1,0.0130068221037827,-68.3233161362105
1,0.0130068221037827,-68.3233161362105
1,0.0130068221037827,-68.3233161362105
1,0.0130068221037827,-68.3233161362105
1,0.0130068221037827,-68.3233161362105
1,0.0130068221037827,-68.3233161362105
1,0.0130068221037827,-68.3233161362105
1,0.0174468420884811,-68.7144276027845
1,0.0174468420884811,-68.7144276027845
1,0.0132967941035369,-68.271401627739
1,0.0132967941035369,-68.271401627739
1,0.0142534224326502,-68.1883227603233
1,0.0142534224326502,-68.1883227603233
1,0.0172259356276008,-68.6444971970639
1,0.0141160474998711,-68.1923711373391
1,0.0141160474998711,-68.1923711373391
1,0.0141160474998711,-68.1923711373391
1,0.0141160474998711,-68.1923711373391
1,0.0141160474998711,-68.1923711373391
1,0.0141160474998711,-68.1923711373391
1,0.0141160474998711,-68.1923711373391
1,0.0141160474998711,-68.1923711373391
1,0.0161708356484195,-68.373822956458
1,0.0161708356484195,-68.373822956458
1,0.0161708356484195,-68.373822956458
1,0.0161708356484195,-68.373822956458
1,0.0161708356484195,-68.373822956458
1,0.0161708356484195,-68.373822956458
1,0.0161708356484195,-68.373822956458
1,0.0161708356484195,-68.373822956458
1,0.0131656754221042,-68.2932515822951
1,0.0131656754221042,-68.2932515822951
1,0.0150044416989197,-68.2093038729307
1,0.0150044416989197,-68.2093038729307
1,0.0150044416989197,-68.2093038729307
1,0.0150044416989197,-68.2093038729307
1,0.0150044416989197,-68.2093038729307
1,0.0150044416989197,-68.2093038729307
1,0.0150044416989197,-68.2093038729307
1,0.0150044416989197,-68.2093038729307
1,0.0150044416989197,-68.2093038729307
1,0.0150044416989197,-68.2093038729307
1,0.0164401169431568,-68.4325470057556
1,0.0164401169431568,-68.4325470057556
1,0.0111772937653416,-68.9876997415592
1,0.0111772937653416,-68.9876997415592
1,0.0111772937653416,-68.9876997415592
1,0.0111772937653416,-68.9876997415592
1,0.0139922837942782,-68.1982067207052
1,0.0139922837942782,-68.1982067207052
1,0.0139922837942782,-68.1982067207052
1,0.0134401929247331,-68.2505093576406
1,0.0134401929247331,-68.2505093576406
1,0.0134401929247331,-68.2505093576406
1,0.0134401929247331,-68.2505093576406
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0143412784998212,-68.1870516825839
1,0.0117495196760386,-68.7119955561497
1,0.0117495196760386,-68.7119955561497
1,0.0135047463241849,-68.2421115579565
1,0.0139256221345963,-68.2022228304093
1,0.0139256221345963,-68.2022228304093
1,0.0139256221345963,-68.2022228304093
1,0.0139256221345963,-68.2022228304093
1,0.0139256221345963,-68.2022228304093
1,0.0196827561423644,-69.6487553423009
1,0.0109063089854987,-69.142533921692
1,0.0109063089854987,-69.142533921692
1,0.0109063089854987,-69.142533921692
1,0.0109063089854987,-69.142533921692
1,0.0105008608075598,-69.4055972290105
1,0.0105008608075598,-69.4055972290105
1,0.00849049218925551,-71.3759435666056
1,0.0125079358453667,-68.4443918243512
1,0.0125079358453667,-68.4443918243512
1,0.0115776780600221,-68.7877667625885
1,0.0115776780600221,-68.7877667625885
1,0.0115776780600221,-68.7877667625885
1,0.0115776780600221,-68.7877667625885
1,0.0115776780600221,-68.7877667625885
1,0.0115776780600221,-68.7877667625885
1,0.0137667903028715,-68.2142962744536
1,0.0108229360802065,-69.1934866267025
1,0.0108229360802065,-69.1934866267025
1,0.0108229360802065,-69.1934866267025
1,0.0108229360802065,-69.1934866267025
1,0.0108229360802065,-69.1934866267025
1,0.0108229360802065,-69.1934866267025
1,0.0108229360802065,-69.1934866267025
1,0.0108229360802065,-69.1934866267025
1,0.0108229360802065,-69.1934866267025
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.013528234434266,-68.239209356175
1,0.0112044861221234,-68.9730518188525
1,0.011259397501565,-68.9439562889123
1,0.0173743306272113,-68.6909906561603
1,0.0199231168807264,-69.7714713024919
1,0.0199231168807264,-69.7714713024919
1,0.01062811532231,-69.3188398242274
1,0.01062811532231,-69.3188398242274
1,0.0089698934637001,-70.7913172102777
1,0.01791417842843,-68.8765025707477
1,0.0161644471223641,-68.3725197126472
1,0.0161644471223641,-68.3725197126472
1,0.0140568116491298,-68.1949029481007
1,0.0147797728673507,-68.19561599537
1,0.0147797728673507,-68.19561599537
1,0.0147797728673507,-68.19561599537
1,0.0147797728673507,-68.19561599537
1,0.0147797728673507,-68.19561599537
1,0.0171792641955037,-68.6302872001832
1,0.0171792641955037,-68.6302872001832
1,0.0171792641955037,-68.6302872001832
1,0.0171792641955037,-68.6302872001832
1,0.0142176916669894,-68.1891324258503
1,0.0142176916669894,-68.1891324258503
1,0.0142176916669894,-68.1891324258503
1,0.0142176916669894,-68.1891324258503
1,0.0142176916669894,-68.1891324258503
1,0.0142176916669894,-68.1891324258503
1,0.0142176916669894,-68.1891324258503
1,0.0142176916669894,-68.1891324258503
1,0.012831613790899,-68.3611509377561
1,0.0134590554254813,-68.2479913766242
1,0.0134590554254813,-68.2479913766242
1,0.017296714876753,-68.6664251297357
1,0.017296714876753,-68.6664251297357
1,0.017296714876753,-68.6664251297357
1,0.017296714876753,-68.6664251297357
1,0.017296714876753,-68.6664251297357
1,0.017296714876753,-68.6664251297357
1,0.017296714876753,-68.6664251297357
1,0.016832699856485,-68.5310767698745
1,0.0141281307481616,-68.1919131998112
