"beta","E0","interventioneffect","threshold","p"
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.948776464860533,1.61500771641508e-05,0.286647342116898,598.679960176052,0.6
0.957727460557497,1.55111196528181e-05,0.275408270142547,601.692428414158,0.6
0.957727460557497,1.55111196528181e-05,0.275408270142547,601.692428414158,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
0.95925977647427,1.51395548955131e-05,0.275819358441628,598.183444068378,0.6
